20	38.7375	33.4403	23.3744	48.1244	18.0822	66.9797
30	29.1029	24.2806	17.7237	35.6094	13.7673	49.6774
40	23.7549	19.6987	14.312	28.2973	11.0916	39.7725
50	25.4685	21.6905	15.4629	30.5457	12.0545	42.6355
60	70.5382	58.6177	43.3942	84.4124	33.3931	115.373
70	91.7554	78.2568	57.8552	115.394	42.7978	161.672
75	164.538	131.303	98.7934	197.727	73.5564	273.919
85	0.0	0.0	0.0	0.0	0.0	0.0
90	0.0	0.0	0.0	0.0	0.0	0.0
100	0.0	0.0	0.0	0.0	12697.9	0.0
125	394.93	488.488	403.96	748.767	357.029	1102.08
150	408.404	296.963	227.152	419.977	194.558	599.612
200	151.878	204.65	152.332	279.876	137.802	395.737
250	168.921	176.124	162.963	248.093	145.971	309.988
300	188.417	193.646	172.458	258.9	173.326	365.452
400	44.1436	26.3665	23.7747	35.5041	22.6107	50.2789
500	32.7534	35.3895	31.1	53.1194	30.0593	72.7067
600	53.9375	56.1068	49.869	79.3575	46.9269	109.759
700	158.114	110.854	90.995	151.205	84.0023	212.87
800	14.9076	16.253	14.0355	21.3586	13.7973	27.9754
900	35.6726	25.6113	23.4267	30.908	23.0917	41.4071
1000	54.3132	37.7999	36.2332	42.7878	30.3186	61.8284
1100	88.1154	62.3261	56.3473	68.4268	50.6964	99.2258
1200	130.369	97.8578	89.8695	122.75	83.8413	168.497
1300	198.603	147.756	138.072	191.35	126.633	259.55
1400	318.761	232.453	218.19	261.535	199.158	377.993
1500	471.533	331.468	305.436	352.821	280.836	511.732
1700	1340.92	1336.34	1247.93	1391.78	1147.43	1473.99
