20	204.047	224.773	159.085	335.684	116.381	502.266
30	157.227	174.056	116.903	251.74	90.0413	381.464
40	124.923	137.958	99.5099	196.006	67.4445	284.579
50	154.978	170.751	120.061	241.044	90.4124	346.129
60	325.434	350.748	250.285	505.188	192.648	735.782
70	222.583	259.096	178.89	365.521	139.05	527.054
75	501.533	498.81	352.035	741.616	267.884	1067.65
85	1100.08	1084.93	775.31	1536.44	601.105	2244.02
90	904.664	1050.06	723.575	1601.93	558.418	2361.35
100	373.995	475.73	338.645	677.396	268.608	954.024
125	63.9706	64.1961	46.4744	91.7466	35.7087	124.566
150	65.4548	93.9135	64.1855	130.516	51.8181	181.548
200	151.951	172.338	125.304	247.452	99.7589	350.854
250	202.769	240.332	172.682	339.573	142.48	487.025
300	360.284	419.018	311.658	612.988	250.077	852.373
400	139.294	107.505	79.2231	152.312	74.5413	211.833
500	509.572	284.82	237.603	387.699	213.744	555.421
600	638.484	559.94	489.685	803.865	446.536	1141.6
700	1153.07	1315.81	962.301	1852.88	854.397	2602.92
800	221.821	240.773	184.153	332.454	167.393	494.167
900	423.283	462.894	357.888	644.367	321.971	963.104
1000	857.961	903.651	718.987	1376.86	660.019	1893.27
1100	1601.42	1795.12	1276.97	2520.81	1237.6	3541.46
1200	2867.04	3165.15	2435.69	4526.67	2114.4	6326.12
1300	4658.08	5183.33	3883.79	7209.92	3548.95	10437.6
1400	9367.33	10274.6	7956.04	14506.4	7007.14	0.0
1500	12515.7	13829.1	10474.2	0.0	9962.94	0.0
