20	71.1488	56.1436	40.3908	80.9503	31.6641	120.537
30	57.3782	46.8793	31.1036	66.8751	25.6973	102.164
40	46.1673	36.0315	26.3327	52.2645	21.0488	77.7979
50	52.0305	41.2417	30.4153	60.7893	23.6915	84.3156
60	109.563	87.7254	65.9456	130.181	49.9623	182.161
70	66.8914	61.0549	43.7889	90.1805	29.3387	126.712
75	133.955	129.495	88.2244	193.834	70.8832	279.152
85	465.108	373.58	270.516	529.767	213.734	735.305
90	303.816	288.258	212.697	407.601	172.717	546.679
100	205.805	182.65	129.721	257.323	104.847	355.244
125	23.01	22.13	15.7237	31.1089	12.5406	43.2654
150	41.4729	32.5951	23.7868	45.5938	18.6195	64.4347
200	57.8048	61.666	43.9504	88.414	36.2221	123.72
250	79.6021	90.1889	65.7067	136.407	55.2153	180.286
300	126.697	134.282	102.908	198.948	89.4169	267.886
400	59.495	32.7062	28.7834	48.2945	27.1108	65.8255
500	195.741	129.826	111.648	178.914	104.89	242.649
600	418.997	214.02	163.193	276.502	133.297	373.607
700	623.119	398.707	371.378	551.234	324.841	756.592
800	94.7236	58.9264	53.1695	81.8907	48.4674	110.698
900	150.807	95.4554	81.8104	127.854	73.0132	177.174
1000	253.1	165.784	143.301	216.73	120.95	300.02
1100	394.066	246.999	223.102	337.128	209.232	450.123
1200	606.613	391.023	326.529	532.468	290.421	721.244
1300	963.147	616.327	537.777	845.84	466.945	1149.16
1400	1438.87	915.739	797.356	1223.44	708.922	1720.18
1500	2097.59	1379.19	1161.96	1799.3	1040.7	2400.55
1700	4243.27	2758.97	2365.94	3604.98	2163.97	5060.02
2000	18581.8	11413.4	9630.88	14922.8	8330.13	0.0
