20	210.239	228.16	158.868	339.686	114.705	506.372
30	156.238	168.539	119.855	253.832	88.8455	377.32
40	122.55	133.452	93.5729	194.001	71.3989	270.716
50	153.395	162.457	120.541	240.252	90.1958	341.657
60	322.029	352.698	254.609	523.848	193.11	730.944
70	226.437	260.773	180.08	377.294	141.938	555.005
75	512.086	504.132	349.777	731.045	264.26	1055.73
85	1096.46	1130.44	779.887	1579.81	591.514	2294.52
90	884.077	1019.04	717.447	1550.24	555.366	2254.85
100	381.546	478.906	344.228	682.849	263.698	936.904
125	64.3831	61.2266	45.9226	90.4432	36.3851	124.342
150	65.7769	93.1823	63.9682	132.776	50.8516	180.804
200	151.761	174.481	126.897	245.774	99.4394	344.542
250	204.612	247.888	176.887	344.048	149.434	491.194
300	344.531	402.259	300.359	587.987	240.295	803.143
400	121.378	95.3486	77.6393	139.092	67.102	189.515
500	414.27	223.976	179.73	311.497	159.826	436.304
600	521.024	456.053	384.792	649.481	354.955	944.923
700	701.267	743.97	575.062	1076.57	547.001	1546.62
800	112.829	126.375	96.3105	174.343	86.6098	249.037
900	188.923	206.324	160.452	291.806	141.87	427.146
1000	327.978	330.366	282.58	525.323	252.736	731.975
1100	509.512	587.621	449.3	821.764	407.661	1222.91
1200	853.539	954.307	723.296	1378.66	647.817	1946.71
1300	1322.8	1472.79	1135.47	2192.14	987.882	2983.36
1400	2174.1	2505.16	1873.56	3554.22	1661.77	5043.55
1500	3212.01	3603.14	2650.89	5146.62	2257.81	7207.86
1700	7764.43	8931.75	6355.46	12132.3	5581.7	17662.6
2000	0.0	0.0	15905.9	0.0	0.0	0.0
